dataset,field,total_count,missing_count,missing_rate,unique_count,unique_rate,field_type,mean_value,std_dev,coefficient_of_variation,skewness,kurtosis,outlier_count,outlier_rate,max_frequency,mode_frequency_rate,rare_categories,cardinality_ratio,min_value,max_value,high_missing_flag,excessive_outliers_flag,low_variance_flag,total_issues,quality_rating
literacy_national_zaf,characteristic_order,20,0,0,1,0.05,numeric,10000,0,0,NA,NA,0,0,NA,NA,NA,NA,10000,10000,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,characteristic_category,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,characteristic_label,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,by_variable_id,20,0,0,1,0.05,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,by_variable_label,20,20,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
literacy_national_zaf,is_total,20,0,0,1,0.05,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,is_preferred,20,0,0,1,0.05,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,sdrid,20,0,0,20,1,categorical,NA,NA,NA,NA,NA,NA,NA,1,0.05,20,1,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,region_id,20,20,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
literacy_national_zaf,survey_year_label,20,0,0,1,0.05,numeric,2016,0,0,NA,NA,0,0,NA,NA,NA,NA,2016,2016,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,survey_type,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,denominator_weighted,20,2,0.1,2,0.1111111111111111,numeric,5858,2733.0014528310207,0.4665417297424071,0,1,0,0,NA,NA,NA,NA,3202,8514,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,denominator_unweighted,20,2,0.1,2,0.1111111111111111,numeric,7492,4438.0403863178435,0.5923705801278488,0,1,0,0,NA,NA,NA,NA,3179,11805,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,ci_low,20,20,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
literacy_national_zaf,ci_high,20,20,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
literacy_national_zaf,level_rank,20,20,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,iso3,21,0,0,1,0.047619047619047616,categorical,NA,NA,NA,NA,NA,NA,NA,21,1,0,0.047619047619047616,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,data_id,21,0,0,21,1,numeric,428057.1904761905,302065.6445942867,0.7056665588498934,0.2140699373601831,1.1829864989941696,0,0,NA,NA,NA,NA,91377,796698,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,indicator,21,0,0,11,0.5238095238095238,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09523809523809523,11,0.5238095238095238,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,value,21,0,0,21,1,numeric,17881.520952380954,39766.960233562255,2.223913745338716,1.9787123502471358,5.38166508111628,4,0.19047619047619047,NA,NA,NA,NA,0.005,123738,FALSE,TRUE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,precision,21,0,0,4,0.19047619047619047,numeric,0.5714285714285714,1.0281745265969475,1.7993054215446582,1.500695750041113,3.7379474068663265,2,0.09523809523809523,NA,NA,NA,NA,0,3,FALSE,TRUE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,dhs_country_code,21,0,0,1,0.047619047619047616,categorical,NA,NA,NA,NA,NA,NA,NA,21,1,0,0.047619047619047616,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,country_name,21,0,0,1,0.047619047619047616,categorical,NA,NA,NA,NA,NA,NA,NA,21,1,0,0.047619047619047616,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,survey_year,21,0,0,2,0.09523809523809523,numeric,2007.4285714285713,9.211793682944862,0.004588852532067609,-0.0953462589245267,1.009090909090905,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
maternal-mortality_national_zaf,survey_id,21,0,0,2,0.09523809523809523,categorical,NA,NA,NA,NA,NA,NA,NA,11,0.5238095238095238,0,0.09523809523809523,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,indicator_id,21,0,0,11,0.5238095238095238,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09523809523809523,11,0.5238095238095238,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,indicator_order,21,0,0,11,0.5238095238095238,numeric,77018745.71428572,15354.393042848867,1.993591676993628e-4,-0.09534573771538817,1.0090949066041464,0,0,NA,NA,NA,NA,77003010,77033060,FALSE,FALSE,TRUE,1,Moderate Issues
maternal-mortality_national_zaf,indicator_type,21,0,0,5,0.23809523809523808,categorical,NA,NA,NA,NA,NA,NA,NA,11,0.5238095238095238,4,0.23809523809523808,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,characteristic_id,21,0,0,2,0.09523809523809523,numeric,5285.714285714285,4605.89684147243,0.8713858889272166,0.09534625892455945,1.0090909090909093,0,0,NA,NA,NA,NA,1000,10000,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,characteristic_order,21,0,0,2,0.09523809523809523,numeric,4761.9047619047615,5117.66315719159,1.074709263010234,0.09534625892455954,1.009090909090909,0,0,NA,NA,NA,NA,0,10000,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,characteristic_category,21,0,0,2,0.09523809523809523,categorical,NA,NA,NA,NA,NA,NA,NA,11,0.5238095238095238,0,0.09523809523809523,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,characteristic_label,21,0,0,2,0.09523809523809523,categorical,NA,NA,NA,NA,NA,NA,NA,11,0.5238095238095238,0,0.09523809523809523,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,by_variable_id,21,0,0,1,0.047619047619047616,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,by_variable_label,21,21,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,is_total,21,0,0,1,0.047619047619047616,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
maternal-mortality_national_zaf,is_preferred,21,0,0,1,0.047619047619047616,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
maternal-mortality_national_zaf,sdrid,21,0,0,11,0.5238095238095238,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09523809523809523,11,0.5238095238095238,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,region_id,21,21,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,survey_year_label,21,0,0,2,0.09523809523809523,numeric,2007.4285714285713,9.211793682944862,0.004588852532067609,-0.0953462589245267,1.009090909090905,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
maternal-mortality_national_zaf,survey_type,21,0,0,1,0.047619047619047616,categorical,NA,NA,NA,NA,NA,NA,NA,21,1,0,0.047619047619047616,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
maternal-mortality_national_zaf,denominator_weighted,21,19,0.9047619047619048,2,1,numeric,92734.5,42379.030716853355,0.456993144049446,0,1,0,0,NA,NA,NA,NA,62768,122701,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,denominator_unweighted,21,15,0.7142857142857143,2,0.3333333333333333,numeric,93630.5,32981.113800173574,0.35224754540639613,0,1,0,0,NA,NA,NA,NA,63523,123738,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,ci_low,21,18,0.8571428571428571,3,1,numeric,193.66666666666666,102.6271568997862,0.5299164728044038,-0.6104851837641109,1.4999999999999996,0,0,NA,NA,NA,NA,77,270,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,ci_high,21,18,0.8571428571428571,3,1,numeric,580,312.21627119674594,0.5383039158564585,-0.6458404613818262,1.5,0,0,NA,NA,NA,NA,223,802,TRUE,FALSE,FALSE,1,Moderate Issues
maternal-mortality_national_zaf,level_rank,21,21,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,iso3,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,data_id,26,0,0,26,1,numeric,458089.6923076923,212317.0747708755,0.463483632869576,-0.7374221346565643,2.34604730421209,0,0,NA,NA,NA,NA,26068,701545,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,indicator,26,0,0,7,0.2692307692307692,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.15384615384615385,7,0.2692307692307692,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,value,26,0,0,26,1,numeric,1159.3461538461538,1573.4176465848523,1.3571595000897774,1.160305842132697,2.9489535924260792,0,0,NA,NA,NA,NA,3.1,4797,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,precision,26,0,0,2,0.07692307692307693,numeric,0.38461538461538464,0.4961389383568338,1.2899612397277678,0.4743416490252569,1.2250000000000003,0,0,NA,NA,NA,NA,0,1,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,dhs_country_code,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,country_name,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,survey_year,26,0,0,2,0.07692307692307693,numeric,2007.6923076923076,9.151040293952294,0.004557989418443671,-0.15430334996206851,1.0238095238095193,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,survey_id,26,0,0,2,0.07692307692307693,categorical,NA,NA,NA,NA,NA,NA,NA,14,0.5384615384615384,0,0.07692307692307693,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,indicator_id,26,0,0,7,0.2692307692307692,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.15384615384615385,7,0.2692307692307692,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,indicator_order,26,0,0,7,0.2692307692307692,numeric,93966039.23076923,20.961503175693657,2.2307530834852728e-7,0.1034665170755268,1.6921239083638044,0,0,NA,NA,NA,NA,93966010,93966070,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,indicator_type,26,0,0,3,0.11538461538461539,categorical,NA,NA,NA,NA,NA,NA,NA,10,0.38461538461538464,0,0.11538461538461539,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,characteristic_id,26,0,0,1,0.038461538461538464,numeric,1000,0,0,NA,NA,0,0,NA,NA,NA,NA,1000,1000,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,characteristic_order,26,0,0,1,0.038461538461538464,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,characteristic_category,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,characteristic_label,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,by_variable_id,26,0,0,2,0.07692307692307693,numeric,14000.5,0.5099019513592785,3.642026723040452e-5,0,1,0,0,NA,NA,NA,NA,14000,14001,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,by_variable_label,26,0,0,2,0.07692307692307693,categorical,NA,NA,NA,NA,NA,NA,NA,13,0.5,0,0.07692307692307693,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,is_total,26,0,0,1,0.038461538461538464,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,is_preferred,26,0,0,2,0.07692307692307693,numeric,0.5,0.5099019513592785,1.019803902718557,0,1,0,0,NA,NA,NA,NA,0,1,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,sdrid,26,0,0,7,0.2692307692307692,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.15384615384615385,7,0.2692307692307692,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,region_id,26,26,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,survey_year_label,26,0,0,2,0.07692307692307693,numeric,2007.6923076923076,9.151040293952294,0.004557989418443671,-0.15430334996206851,1.0238095238095193,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,survey_type,26,0,0,1,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,26,1,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,denominator_weighted,26,8,0.3076923076923077,8,0.4444444444444444,numeric,1659.2777777777778,1658.9765734457585,0.9998184726294456,0.6310222090747565,2.0134341931594877,0,0,NA,NA,NA,NA,68,4740,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,denominator_unweighted,26,8,0.3076923076923077,8,0.4444444444444444,numeric,1654.7222222222222,1680.3793621243967,1.0155054060177653,0.6450218892937134,2.0338747327589504,0,0,NA,NA,NA,NA,59,4797,FALSE,FALSE,FALSE,0,Good Quality
symptoms-of-acute-respiratory-infection-ari_national_zaf,ci_low,26,26,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,ci_high,26,26,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
symptoms-of-acute-respiratory-infection-ari_national_zaf,level_rank,26,26,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,iso3,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,data_id,46,0,0,46,1,numeric,449351,329562.85105636524,0.7334196453471011,-0.2824008275774526,1.5170361275571407,0,0,NA,NA,NA,NA,1857,796598,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,indicator,46,0,0,32,0.6956521739130435,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.043478260869565216,32,0.6956521739130435,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,value,46,0,0,37,0.8043478260869565,numeric,4942.05652173913,13082.678765513705,2.647213504735445,2.7872031301724007,9.541629337649413,8,0.17391304347826086,NA,NA,NA,NA,0.4,52465,FALSE,TRUE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,precision,46,0,0,2,0.043478260869565216,numeric,0.8260869565217391,0.3832230465168327,0.4639015826256396,-1.7206180040292132,3.9605263157894743,8,0.17391304347826086,NA,NA,NA,NA,0,1,FALSE,TRUE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,dhs_country_code,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,country_name,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,survey_year,46,0,0,2,0.043478260869565216,numeric,2008.9565217391305,8.881832948313042,0.0044211175564039295,-0.4454354031873941,1.1984126984127104,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,survey_id,46,0,0,2,0.043478260869565216,categorical,NA,NA,NA,NA,NA,NA,NA,28,0.6086956521739131,0,0.043478260869565216,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,indicator_id,46,0,0,32,0.6956521739130435,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.043478260869565216,32,0.6956521739130435,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,indicator_order,46,0,0,32,0.6956521739130435,numeric,250261647.82608697,513.0558256108557,2.0500777089400085e-6,-0.0021425257857302237,1.1136448599759705,0,0,NA,NA,NA,NA,250261010,250262250,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,indicator_type,46,0,0,5,0.10869565217391304,categorical,NA,NA,NA,NA,NA,NA,NA,32,0.6956521739130435,4,0.10869565217391304,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,characteristic_id,46,0,0,1,0.021739130434782608,numeric,1000,0,0,NA,NA,0,0,NA,NA,NA,NA,1000,1000,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,characteristic_order,46,0,0,1,0.021739130434782608,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,characteristic_category,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,characteristic_label,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,by_variable_id,46,0,0,1,0.021739130434782608,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,by_variable_label,46,46,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,is_total,46,0,0,1,0.021739130434782608,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,is_preferred,46,0,0,1,0.021739130434782608,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,sdrid,46,0,0,32,0.6956521739130435,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.043478260869565216,32,0.6956521739130435,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,region_id,46,46,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,survey_year_label,46,0,0,2,0.043478260869565216,numeric,2008.9565217391305,8.881832948313042,0.0044211175564039295,-0.4454354031873941,1.1984126984127104,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
toilet-facilities_national_zaf,survey_type,46,0,0,1,0.021739130434782608,categorical,NA,NA,NA,NA,NA,NA,NA,46,1,0,0.021739130434782608,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,denominator_weighted,46,4,0.08695652173913043,4,0.09523809523809523,numeric,27185.14285714286,16667.462588823346,0.6131092514911686,0.29046893047284883,1.4374960640845664,0,0,NA,NA,NA,NA,11083,52007,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,denominator_unweighted,46,4,0.08695652173913043,4,0.09523809523809523,numeric,27495.238095238095,16938.786204692162,0.6160625394848206,0.27155132106596824,1.4080510561230302,0,0,NA,NA,NA,NA,11083,52465,FALSE,FALSE,FALSE,0,Good Quality
toilet-facilities_national_zaf,ci_low,46,46,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,ci_high,46,46,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
toilet-facilities_national_zaf,level_rank,46,46,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
water_national_zaf,iso3,100,0,0,1,0.01,categorical,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.01,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,data_id,100,0,0,100,1,numeric,519102.37,223441.76015581418,0.4304387208939427,0.3325403342917871,1.3182346968864238,0,0,NA,NA,NA,NA,197783,796596,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,indicator,100,0,0,62,0.62,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.04,62,0.62,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,value,100,0,0,67,0.67,numeric,2283.723,9158.584337055623,4.010374435540397,4.4856327856233325,22.606346699798486,8,0.08,NA,NA,NA,NA,0,52465,FALSE,TRUE,FALSE,1,Moderate Issues
water_national_zaf,precision,100,0,0,2,0.02,numeric,0.92,0.27265992434429076,0.2963694829829247,-3.09628107925284,10.586956521739134,8,0.08,NA,NA,NA,NA,0,1,FALSE,TRUE,FALSE,1,Moderate Issues
water_national_zaf,dhs_country_code,100,0,0,1,0.01,categorical,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.01,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,country_name,100,0,0,1,0.01,categorical,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.01,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,survey_year,100,0,0,2,0.02,numeric,2009.16,8.78097116186214,0.004370468833672848,-0.49445138605822553,1.2444821731748912,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
water_national_zaf,survey_id,100,0,0,2,0.02,categorical,NA,NA,NA,NA,NA,NA,NA,62,0.62,0,0.02,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,indicator_id,100,0,0,64,0.64,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.02,64,0.64,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,indicator_order,100,0,0,64,0.64,numeric,250187766.56,30272.167982321633,1.2099779457067005e-4,0.46373504673807725,1.4815166711434107,0,0,NA,NA,NA,NA,250161010,250232110,FALSE,FALSE,TRUE,1,Moderate Issues
water_national_zaf,indicator_type,100,0,0,5,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,76,0.76,2,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,characteristic_id,100,0,0,1,0.01,numeric,1000,0,0,NA,NA,0,0,NA,NA,NA,NA,1000,1000,FALSE,FALSE,TRUE,1,Moderate Issues
water_national_zaf,characteristic_order,100,0,0,1,0.01,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,characteristic_category,100,0,0,1,0.01,categorical,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.01,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,characteristic_label,100,0,0,1,0.01,categorical,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.01,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,by_variable_id,100,0,0,1,0.01,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,by_variable_label,100,100,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
water_national_zaf,is_total,100,0,0,1,0.01,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
water_national_zaf,is_preferred,100,0,0,1,0.01,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
water_national_zaf,sdrid,100,0,0,64,0.64,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.02,64,0.64,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
water_national_zaf,region_id,100,100,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
